Chart	 1		0	1	1	1	1	1
Chart	 2		0	0	0	0	1	2
Chart	 3		0	0	0	0	0	0
Chart	 4		1	1	1	1	1	1
Chart	 5		0	0	0	0	0	1
Chart	 6		1	1	1	1	1	1
Chart	 7		0	0	0	0	0	0
Chart	 9		0	0	0	0	0	0
Chart	10		1	1	1	1	1	1
Chart	11		0	0	0	0	0	1
Chart	12		0	0	0	0	0	0
Chart	13		0	0	0	0	0	0
Chart	14		1	1	1	2	2	2
Chart	15		0	0	0	0	0	0
Chart	16		0	0	0	0	0	0
Chart	17		0	1	1	1	1	1
Chart	18		0	0	0	0	0	0
Chart	19		0	0	0	0	1	2
Chart	20		1	1	1	1	1	1
Chart	21		0	0	0	0	0	0
Chart	22		0	0	1	1	1	1
Chart	24		0	1	1	1	1	1
Chart	25		0	0	0	0	0	0
Chart	26		0	0	0	0	0	0
Chart's final result:		5	8	9	10	12	16	495.11284722222223	434.25
Lang	 1		0	1	2	3	3	3
Lang	 3		0	0	1	1	1	1
Lang	 4		0	0	0	0	0	0
Lang	 5		0	0	0	0	0	1
Lang	 6		1	1	1	1	1	1
Lang	 7		1	1	1	1	1	1
Lang	 9		0	0	0	0	0	0
Lang	10		0	0	0	0	0	0
Lang	11		0	0	0	0	0	0
Lang	12		0	0	0	0	0	1
Lang	13		0	0	0	0	0	0
Lang	14		0	0	1	1	1	1
Lang	15		0	0	0	1	1	1
Lang	16		0	0	0	0	0	1
Lang	17		0	0	0	0	0	1
Lang	18		0	0	0	0	0	0
Lang	19		1	1	1	1	1	2
Lang	20		1	2	2	2	2	2
Lang	22		0	0	0	0	0	0
Lang	24		1	1	1	1	1	1
Lang	26		0	0	0	0	0	0
Lang	27		1	1	1	1	1	1
Lang	28		0	1	1	1	1	1
Lang	30		0	0	0	0	1	3
Lang	31		0	0	0	0	0	0
Lang	32		0	1	1	1	1	1
Lang	33		1	1	1	1	1	1
Lang	34		1	1	1	1	1	2
Lang	35		0	0	0	0	0	1
Lang	36		0	0	0	0	0	0
Lang	37		1	1	1	1	1	1
Lang	38		0	0	0	0	0	0
Lang	39		1	1	1	1	1	1
Lang	40		1	1	1	1	1	1
Lang	41		0	0	1	1	1	1
Lang	42		0	0	0	0	0	1
Lang	43		0	0	0	0	0	0
Lang	44		0	0	0	0	0	0
Lang	45		0	0	0	0	0	0
Lang	46		1	1	2	3	3	3
Lang	53		0	0	0	0	0	0
Lang	54		0	0	0	0	0	1
Lang	55		0	0	0	0	0	1
Lang	57		1	1	1	1	1	1
Lang	59		1	1	1	1	1	1
Lang	60		0	0	0	0	0	0
Lang	61		0	0	0	0	0	0
Lang	62		0	0	0	0	0	0
Lang	63		0	0	0	0	0	0
Lang	64		0	0	0	0	0	0
Lang's final result:		14	18	23	26	27	39	43.165346459096455	24.192307692307693
Math	 1		0	0	0	0	0	0
Math	 2		0	0	0	0	0	0
Math	 3		0	0	0	0	0	0
Math	 4		0	0	0	0	0	0
Math	 5		1	1	1	1	1	1
Math	 8		0	0	0	1	1	1
Math	 9		0	0	0	0	0	1
Math	18		0	0	0	0	0	0
Math	19		0	0	0	0	0	0
Math	20		0	0	0	0	0	0
Math	21		0	0	0	0	0	2
Math	22		1	2	2	2	2	2
Math	23		0	0	0	0	0	0
Math	24		0	0	0	0	0	0
Math	25		0	0	0	0	0	0
Math	26		0	0	0	0	0	0
Math	27		0	0	1	1	1	1
Math	28		0	0	0	0	0	0
Math	29		0	0	0	0	0	0
Math	30		0	0	0	0	0	0
Math	31		0	0	0	0	0	0
Math	32		0	0	0	0	0	0
Math	33		0	0	0	0	0	0
Math	34		1	1	1	1	1	1
Math	35		1	2	2	2	2	2
Math	36		0	0	0	0	0	1
Math	37		0	0	0	0	0	0
Math	38		1	1	1	1	1	1
Math	40		0	0	0	0	0	0
Math	41		0	0	0	0	0	0
Math	42		0	0	0	0	0	0
Math	43		0	0	0	0	0	0
Math	45		0	0	0	0	0	0
Math	46		0	1	1	1	1	1
Math	47		0	1	2	2	2	2
Math	48		0	0	0	0	0	0
Math	49		0	0	0	1	1	1
Math	50		0	0	0	0	0	0
Math	52		1	1	1	1	1	1
Math	53		1	1	1	1	1	1
Math	55		1	1	1	1	1	1
Math	56		0	0	0	1	2	3
Math	57		0	0	0	0	0	0
Math	58		0	0	0	0	0	0
Math	60		0	0	0	0	0	0
Math	61		0	0	0	0	0	0
Math	62		0	1	1	2	2	2
Math	63		0	0	0	1	1	1
Math	66		0	0	0	0	0	1
Math	67		1	1	1	1	1	1
Math	69		0	0	0	0	0	0
Math	70		0	1	1	1	1	1
Math	72		0	0	0	0	1	1
Math	73		0	0	0	0	0	0
Math	75		1	1	1	1	1	1
Math	76		0	0	0	0	0	0
Math	77		0	0	1	2	3	6
Math	79		0	0	0	0	0	0
Math	80		0	0	0	0	0	0
Math	81		1	1	1	1	1	1
Math	82		0	0	0	0	0	0
Math	83		0	0	0	0	0	0
Math	84		0	0	0	0	0	0
Math	85		0	0	0	0	0	0
Math	86		0	0	0	0	0	0
Math	87		0	0	0	0	0	0
Math	88		0	0	0	0	0	0
Math	89		1	1	1	1	1	1
Math	90		0	0	0	0	0	0
Math	91		0	1	2	2	2	2
Math	92		0	0	0	0	0	0
Math	93		0	1	2	2	2	3
Math	94		0	1	1	1	1	1
Math	95		0	0	0	0	0	1
Math	96		0	0	0	0	0	0
Math	97		1	1	1	1	1	1
Math	98		0	0	0	0	0	2
Math	99		0	0	0	0	0	0
Math	100		0	0	0	0	1	1
Math	101		1	1	1	1	1	1
Math	102		0	0	0	0	1	2
Math	103		0	0	0	0	0	1
Math	105		0	0	0	0	0	0
Math	106		0	0	0	0	0	0
Math's final result:		14	23	28	34	39	54	127.46501340435162	88.24509803921569
